171,292,4,891034835
216,1047,3,881428365
406,527,4,879445599
815,451,3,878696965
706,7,3,880997412
923,928,4,880388306
109,237,4,880571770
709,781,3,879849185
497,240,4,879309734
95,49,3,879198604
894,322,3,879896267
315,475,4,879821036
774,778,5,888556046
608,25,4,880406506
889,1065,4,880180817
205,326,4,888284454
804,1140,3,879446276
184,34,2,889913568
24,151,5,875322848
327,484,3,887745303
559,69,5,891034003
92,660,4,875654125
11,663,4,891905032
749,510,4,878847404
532,331,4,890021268
553,197,5,879948831
373,715,2,877105075
669,614,4,891260778
880,956,3,880242380
790,365,4,885157465
823,124,4,878437925
450,132,5,882374422
416,396,2,886318587
921,257,3,879379898
847,96,4,878940301
336,294,4,877759103
392,257,5,891038184
806,226,3,882389908
92,433,5,875654665
330,231,5,876545418
317,322,3,891446783
481,659,5,885829153
796,1048,2,893047288
313,740,2,891016540
543,96,4,875665787
453,697,4,877561235
579,153,4,880952335
472,780,4,875982922
236,420,4,890116671
417,156,3,879647380
330,570,4,876547674
406,605,5,882480749
25,208,4,885852337
269,153,3,891449346
18,451,3,880131297
880,3,1,880175023
125,63,3,892838558
863,328,5,889288943
339,461,5,891033226
826,181,5,885690526
704,735,4,891397305
746,568,4,885075211
764,25,2,876243015
497,49,3,879310474
669,300,4,892549238
299,915,4,892250102
263,495,5,891298977
298,211,5,884125093
943,824,4,875502483
256,203,4,882164867
556,48,5,882136252
523,163,5,883702411
130,975,5,876251357
233,14,4,876021262
665,154,3,884294025
553,515,5,879948386
327,311,3,887737629
787,748,4,888979606
184,739,3,889910257
453,246,5,877552590
921,411,2,879380142
624,687,2,891961362
474,474,5,887923789
505,566,3,889334503
156,86,4,888185854
749,22,5,878847327
1,272,3,887431647
318,1014,2,884494919
262,1048,2,879791335
213,475,4,878870648
207,520,4,879665302
295,561,5,879518696
938,546,3,891356532
235,96,4,889654971
459,294,5,879561755
655,82,2,887429559
31,303,3,881547719
551,739,4,892784710
609,890,1,886895914
350,654,5,882345918
232,425,4,888549790
328,1263,3,885048730
881,1411,2,876539595
312,152,2,891698485
654,14,2,887863557
290,809,4,880475664
447,65,3,878856422
179,313,4,892151270
712,1119,4,874957269
805,93,5,881704016
459,164,4,879564941
503,66,3,880383468
878,275,4,880865469
549,323,2,881671879
344,405,2,884900353
854,175,4,882813797
932,612,5,891249620
807,28,4,892528918
825,455,4,880756796
77,100,3,884732716
718,751,5,883449953
56,300,4,892675935
326,588,3,879875691
429,1014,3,882386333
320,278,3,884748886
432,24,1,889416188
654,24,4,887863651
508,70,4,883776748
782,1144,3,891499243
126,311,4,887855173
425,27,3,878738695
437,319,5,881001538
798,671,2,875639115
468,118,3,875280417
184,736,3,889911633
815,168,3,878693424
303,1157,2,879543711
69,258,4,882027204
13,764,2,882141997
622,169,5,882669374
215,54,4,891436607
26,25,3,891373727
640,91,4,874777998
314,591,5,877887002
159,293,4,880485879
406,559,3,879792974
389,402,3,880613797
863,683,1,889289241
173,306,5,877556626
181,242,1,878961814
537,231,3,886032246
693,664,2,875482689
291,568,4,874835141
707,956,5,886287107
186,925,5,879023152
206,1127,4,888180081
554,68,2,876368907
334,304,3,891550557
693,7,4,875483947
51,692,3,883498685
900,834,1,877833536
454,520,4,881959607
551,68,2,892783972
508,209,5,883767325
463,1132,1,889937778
150,93,4,878746889
495,219,4,888636992
409,65,4,881108777
388,769,3,886441306
314,294,5,877885887
606,678,3,877642127
234,874,1,891227463
796,628,4,893194740
437,603,5,880140051
521,257,3,884476035
855,60,3,879825528
823,191,5,878437623
409,876,2,881105677
106,1115,4,883876833
727,63,2,883713454
561,1449,5,885808620
782,254,2,891499660
379,257,4,880741811
932,204,4,891250667
214,171,4,891544323
198,238,4,884207733
804,162,2,879446037
280,755,2,891701278
758,8,5,881975577
624,1017,3,879792322
402,96,5,876267234
457,48,5,882397293
557,300,4,881095916
748,213,3,879455454
18,972,3,880130515
336,290,3,877756934
141,250,4,884585128
87,180,4,879875649
489,885,4,891448861
498,23,4,881955596
291,755,2,875086958
708,112,1,877325934
746,196,4,885075612
782,880,4,891498322
666,216,3,880139642
262,91,3,879792713
493,239,5,884131952
867,498,4,880078401
746,128,3,885075211
785,152,4,879439527
107,302,4,891264296
279,144,4,880850073
457,66,4,882547694
662,6,5,880571006
264,813,4,886122952
648,122,1,882212609
271,47,3,885849386
499,50,3,882996761
117,288,3,880124254
606,265,4,880924663
826,288,3,885689759
885,1,5,885714990
747,100,5,888639397
871,226,5,888193177
92,418,3,875653769
151,169,5,879524268
747,726,2,888733387
756,325,3,874832132
312,919,3,891699263
878,497,2,880872395
805,419,4,881705766
561,86,4,885809064
833,211,3,875124495
542,8,3,886532908
782,1251,3,891500028
537,24,1,886030176
397,273,4,889760803
181,308,1,878961847
185,160,1,883524281
894,305,4,880415834
642,90,4,885606024
479,480,5,889125737
500,552,1,883876738
328,798,2,885048159
194,419,2,879521088
414,310,4,884998993
63,258,3,875746809
665,234,3,884293610
683,900,1,893282740
533,48,4,879191373
900,589,5,877833631
188,127,4,875072799
758,135,5,881974742
875,523,4,876465408
881,443,5,876539448
881,1480,2,876539636
457,86,3,882397455
378,977,3,880334305
613,176,5,891227237
553,480,5,879948552
889,144,4,880178224
239,242,5,889178512
77,246,5,884732808
79,288,3,891272015
774,22,2,888556600
636,121,5,891449212
916,211,4,880844395
72,96,5,880037203
838,111,4,887064357
563,692,5,880506842
643,208,5,891448136
801,299,2,890333011
37,597,5,880915607
500,117,4,883865755
145,683,3,879161674
870,631,2,882123130
646,751,2,888528870
804,558,3,879441627
345,1007,5,884994119
655,372,3,887428507
896,200,4,887158768
254,227,4,886474806
2,294,1,888551648
181,846,3,878962586
875,176,4,876465112
943,121,3,875502096
324,328,4,880575002
130,235,4,874953728
401,385,3,891033603
254,679,2,886472434
141,932,3,884585128
736,1278,1,878709262
330,67,4,876547500
863,330,2,889289191
560,13,3,879976602
889,1428,3,880179757
689,151,3,876676501
204,245,3,892391980
641,484,5,879370299
354,59,5,891218208
804,930,3,879444115
666,792,4,880568694
181,100,3,878962816
254,164,4,886472768
264,168,5,886122031
766,230,3,891310444
766,584,3,891309844
586,265,5,884062405
262,553,4,879795122
705,181,5,883426892
409,879,1,881105366
704,514,4,891397112
69,56,5,882145428
184,742,3,889908026
922,83,4,891448115
506,951,3,874875062
697,245,3,882621621
805,86,4,881696729
450,489,4,882373464
403,274,3,879786661
328,64,4,885046276
92,771,1,875907180
234,447,3,892336047
262,200,3,879794918
756,527,3,874828242
943,566,4,888639886
498,933,3,881959018
327,47,4,887746553
374,12,4,880395202
391,11,3,877398951
807,542,5,893081951
732,937,4,882589967
94,187,4,885870362
363,591,4,891499437
257,165,4,879547534
463,250,4,889935953
596,300,4,883539011
53,284,2,879442901
314,405,4,877886522
940,316,4,889480582
445,1378,2,891199635
354,709,5,891217928
85,237,3,879452769
796,87,5,893218728
853,880,5,879364822
392,534,4,891038205
588,217,4,890030473
774,650,1,888556893
72,234,4,880037418
348,409,4,886523710
536,88,4,882360601
402,696,4,876267014
327,274,2,887819462
450,783,3,882399818
360,1039,5,880356131
346,394,4,874949116
99,456,3,885679504
932,228,4,891251442
659,226,4,891387194
466,210,4,890284706
766,136,3,891310009
210,211,5,887730297
14,455,4,880929745
916,470,3,880845476
94,250,4,891724257
378,186,3,880055186
720,272,4,891262762
606,323,4,877642209
11,414,3,891905393
348,111,5,886523330
110,325,3,886987561
790,412,4,885158495
804,366,4,879445579
65,70,1,879216529
250,1014,4,883263439
268,4,4,875309829
567,178,4,882425820
113,126,5,875076827
575,531,1,878148199
761,258,4,876189585
541,66,4,883865929
823,187,5,878438148
244,393,3,880607365
557,269,3,881179139
303,79,5,879466891
682,333,4,888518279
328,1112,4,885049459
72,521,4,880036718
514,735,4,875462764
756,435,3,874832788
724,909,1,883758208
882,515,5,879865307
186,554,1,879023751
249,407,3,879640618
249,591,5,879572890
90,31,4,891384673
846,380,3,883949380
847,198,4,878940161
244,52,4,880606476
738,135,5,892844111
654,1035,4,887864697
269,1480,1,891451725
299,235,1,877878184
721,393,5,877138200
407,288,4,890687293
586,423,2,884058708
741,95,2,891018400
327,217,3,887746328
151,318,5,879524088
708,255,5,877325601
407,95,3,875045190
291,741,5,874834481
393,21,3,887744765
846,792,4,883948221
593,974,2,875660347
44,228,5,883613334
117,1059,3,881008632
293,88,3,888907266
592,222,1,882608145
21,876,2,874950932
632,133,4,879457064
243,1148,3,879988723
493,678,3,884129979
601,87,4,876349503
828,303,4,891033574
156,11,2,888185906
718,689,4,883348355
246,155,1,884923687
922,98,5,891447665
294,118,3,877819941
545,175,4,879899641
186,1253,4,891719774
839,130,3,875753029
479,423,2,879461084
437,288,2,880139533
483,612,3,878953751
102,89,4,888801315
907,1220,5,880159642
233,89,3,875508225
37,210,4,880915810
887,443,4,881380883
263,434,4,891299514
174,722,4,886513896
709,11,5,879847945
600,53,4,888452563
194,172,3,879521474
95,286,5,879193353
368,448,3,889783365
881,728,3,876539129
178,300,5,882823301
38,234,5,892431607
804,472,3,879443976
628,242,5,880777096
773,109,4,888539328
416,393,4,886316118
484,231,2,891195476
622,159,3,882670309
310,304,5,879435664
13,430,5,882139495
579,88,4,880952440
21,980,2,874951349
516,212,4,891290649
130,28,4,875217172
18,778,2,880131077
466,188,3,890284766
201,117,2,884112487
691,304,3,875542868
174,412,1,886433919
213,504,5,878955885
864,466,4,888887794
883,385,1,891696999
373,699,4,877105781
508,176,4,883767565
864,28,5,888887247
339,719,3,891036753
747,403,5,888734113
671,581,2,884035173
303,508,4,879467260
181,1384,1,878962052
532,601,3,888629518
544,301,2,884795580
637,15,4,882903447
854,357,4,882814235
151,224,5,879524293
154,222,2,879138910
707,6,3,886285627
634,1011,4,875729633
362,300,5,885019304
347,627,4,881654545
94,1211,5,891722458
201,46,4,884140247
731,216,5,886184682
200,151,3,876042204
497,455,4,878759777
416,121,5,893213645
560,864,3,879976970
11,51,4,891906439
539,124,4,879788480
542,109,4,886532416
747,318,5,888732899
561,163,3,885808963
318,167,4,884497611
14,519,5,890881335
754,1197,3,879451841
360,222,2,880355094
6,462,5,883600914
548,882,4,891043442
925,558,1,884718099
405,923,2,885549464
699,1068,3,879146547
13,179,2,882140206
637,322,3,882900888
61,333,3,891206232
870,209,4,875680546
747,508,5,888638876
250,294,1,878089033
133,300,3,890588577
416,553,4,886317079
280,1181,2,891700496
890,186,2,882916276
655,1147,3,887472767
347,827,1,881653266
233,523,4,877663913
846,88,4,883948948
269,1267,1,891448643
280,239,3,891701344
349,291,3,879465934
650,200,4,891386047
803,311,5,880054754
327,650,4,887745699
437,287,2,881000931
782,1386,3,891500066
13,737,4,882399615
292,249,3,881104820
564,313,4,888718415
398,993,3,875653043
279,163,5,875313311
627,328,4,879529486
123,285,5,879873830
234,956,3,892826643
374,220,2,882158147
621,109,4,880737607
854,200,5,882814121
285,286,3,890595584
409,995,4,881105366
403,597,2,879786747
258,288,1,885700919
627,541,4,879531504
747,93,4,888639685
506,191,4,874873615
112,286,4,884992484
758,235,5,881978274
73,286,4,888792192
60,416,4,883327639
782,259,1,891498267
500,135,5,883875041
363,70,2,891496373
817,117,5,874815947
435,108,1,884132540
863,258,5,889289122
551,1220,5,892784524
542,202,3,886532314
527,154,3,879455814
560,1215,2,879977336
138,56,5,879024232
276,127,5,874786568
622,395,2,882672143
880,284,4,880242528
664,673,3,876526718
346,1039,2,874948303
198,4,3,884209536
389,1119,3,880088659
655,1262,3,891585279
134,751,5,891732335
295,202,5,879517943
149,340,4,883512775
699,619,2,887503290
327,1075,4,887822832
454,1203,2,888267521
491,340,4,891189716
399,15,5,882340828
392,491,5,891039049
5,425,2,875637440
798,1411,1,875639656
566,575,1,881651652
488,69,4,891294209
406,123,4,879540173
913,173,5,880826542
383,531,3,891192888
145,228,4,885557660
184,1117,2,889907771
707,476,3,880061111
653,157,5,878855483
873,300,4,891392238
228,475,3,889388521
224,1212,2,888104457
881,168,3,876537933
943,230,1,888693158
615,660,4,879448882
23,56,4,874785233
279,172,2,878082751
537,1073,3,886031149
102,62,3,888801812
6,306,4,883268246
378,387,4,880056452
705,685,5,883427190
326,527,5,879874989
590,1009,3,879439483
257,307,4,879029581
145,238,4,882181859
766,378,4,891310540
303,228,4,879467574
940,7,4,885921597
385,50,1,879440127
162,222,4,877635758
301,2,2,882076587
678,147,4,879544882
871,342,4,888192475
545,161,4,879899472
42,866,4,881105972
106,463,3,881453413
916,1042,3,880845328
650,630,5,891371061
429,755,3,882387685
84,408,5,883450553
642,1055,4,886569483
897,864,4,879993772
303,559,4,879467670
150,325,1,878747322
234,72,3,892335674
222,407,2,883816411
334,68,3,891548387
297,748,2,874954060
774,214,3,888556517
373,596,3,877106741
398,1,5,875652927
786,708,4,882844171
634,950,5,877018125
830,172,5,891561606
59,1028,1,888203900
368,774,4,889783562
603,288,3,891956283
599,975,5,880952357
848,165,5,887038397
655,919,2,888474490
354,652,4,891217194
580,181,5,884125042
903,87,4,891032981
325,1118,3,891479665
523,629,5,883702125
49,38,1,888068289
454,255,4,881959276
916,944,2,880845476
556,319,3,882135437
311,487,4,884365519
167,493,4,892738307
430,298,3,877225547
445,174,4,891200869
933,7,4,874854190
758,238,5,881975538
901,1041,5,877131443
197,333,2,891409111
804,582,3,879444963
270,219,5,876956389
109,564,3,880582633
733,258,3,879535011
557,288,1,884357600
286,689,5,884583549
707,952,3,880060724
727,284,3,883709607
207,33,2,877125422
786,191,4,882843272
767,724,4,891462658
141,717,4,884585470
286,451,5,877533993
177,175,5,880130972
137,748,4,881432626
18,318,5,880132437
532,1502,1,874796400
749,975,4,878848369
922,227,4,891447777
758,151,5,881975814
526,147,4,885682503
85,175,4,879828912
927,121,5,879199250
94,4,4,891721168
157,100,5,886890650
846,427,4,883948948
262,132,3,879792604
627,193,5,879529767
320,172,4,884749227
183,294,3,891467280
318,501,4,884496984
300,1012,4,875650329
497,790,2,879362720
889,474,4,880177941
833,76,2,875124382
882,70,3,879876573
405,588,2,885548785
806,50,5,882385200
805,33,5,881694885
268,116,4,875306760
707,153,3,886286844
624,235,4,879793156
223,249,2,891549876
7,211,5,891352557
15,225,3,879456447
1,207,5,875073067
378,473,3,880906178
919,238,3,875372988
901,322,4,877125575
158,188,4,880134332
294,1011,2,889242370
298,28,4,884182725
861,937,4,881274504
556,172,5,882136441
689,109,5,876675152
87,1118,3,879877007
189,4,5,893265741
121,83,4,891388210
311,485,1,884364538
130,596,4,874953825
91,176,5,891439130
595,763,3,886921551
712,42,1,874729935
807,610,3,892684802
566,511,4,881649445
315,770,3,879821348
295,125,5,879518528
677,1245,4,889399199
354,604,4,891217755
730,535,2,880310506
97,1,4,884238911
44,328,4,878340848
327,357,4,887747338
401,188,1,891033267
591,66,2,891031526
379,251,5,885063301
138,517,4,879024279
174,167,3,886514953
846,555,2,883949508
764,323,3,876233088
731,136,4,886182826
493,886,2,884129868
62,464,4,879375196
275,176,4,880314320
648,471,4,882211685
752,1024,3,891207940
361,727,3,879440740
916,30,4,880844463
928,276,5,880937144
303,281,3,879543375
145,1,3,882181396
831,197,4,891354751
21,976,1,874951483
438,866,5,879868529
536,474,5,882359678
323,204,3,878739771
606,685,3,880923349
655,219,2,890497653
213,170,5,878955886
943,27,4,888639954
574,690,3,891279174
896,190,5,887159530
790,73,4,885157489
838,153,4,887066783
95,195,5,879196231
308,1404,4,887739257
152,71,5,882900320
315,230,4,879821300
794,455,4,891034986
379,504,5,880526141
682,144,3,888522418
536,720,4,882361207
798,988,3,875295469
934,629,4,891191334
291,159,4,875087488
537,234,3,886031211
532,1189,5,892521554
840,747,4,891209490
757,576,3,888469012
20,94,2,879669954
716,663,5,879795467
693,216,4,875484613
592,32,5,882956067
643,185,5,891447157
151,133,5,879524797
407,97,4,875116167
401,172,3,891032896
547,319,4,891282926
565,179,5,891037778
82,216,4,878769949
151,131,5,879525075
416,297,4,876697448
645,243,1,892052232
633,148,1,875326138
456,282,3,881371694
420,285,5,891356891
566,165,5,881649530
77,474,5,884732407
733,9,3,879535406
682,977,3,888521090
871,883,3,888192475
774,546,1,888558565
230,69,4,880484338
872,871,3,888479677
144,435,4,888105387
119,879,5,875720232
85,447,3,882994767
682,779,3,888522754
537,70,4,886031786
851,405,5,874767550
417,764,3,879646677
824,245,2,877021121
284,903,4,885329238
294,1161,3,877819673
116,253,3,876452492
525,121,4,881085893
405,186,5,885547176
1,134,4,875073067
572,1171,3,879449734
199,242,5,883782485
468,121,4,875280628
521,566,3,885254925
896,124,4,887158830
379,183,4,886317511
592,508,5,882608021
712,955,2,874957293
456,919,4,881371548
642,138,4,886570173
125,289,5,892835854
840,499,4,891209241
443,340,5,883504748
537,30,3,886031606
244,151,5,880604326
592,320,5,882955735
642,1209,3,885606212
345,100,5,884902317
660,404,2,891200621
22,110,1,878887157
755,538,4,882570023
833,860,2,875124604
280,118,2,891701027
196,692,5,881252017
747,1203,5,888639685
7,168,5,891351509
42,1049,3,881105882
823,64,5,878437753
70,527,4,884149852
677,988,4,889399113
548,460,4,891416122
568,435,2,877907721
868,498,3,877104913
876,238,4,879428406
425,898,3,890346705
846,1109,3,883948908
627,581,3,879530662
615,521,4,879448475
618,54,3,891309319
124,50,3,890287508
867,529,5,880078863
537,455,1,886030317
804,429,4,879445037
181,1094,1,878963086
545,423,4,884134114
660,216,2,891199804
267,22,4,878971816
523,213,5,883700743
757,472,3,888445086
416,542,1,886317599
615,1021,5,879448119
320,742,4,884748800
299,216,5,889502688
713,750,3,888881939
457,758,2,882551135
536,97,3,882360662
626,286,5,878771242
506,699,4,888848303
617,519,3,883789105
795,143,3,883252292
417,561,3,879648707
819,302,5,884012512
773,209,5,888539425
860,302,4,876074139
456,210,3,881374849
59,147,5,888203270
560,134,5,879975406
886,187,4,876031309
758,997,4,881979969
437,191,4,880140726
670,969,2,877975070
919,475,3,875288898
264,1103,5,886123656
116,268,5,886310197
293,546,1,888904927
387,428,4,886482969
884,510,5,876859330
194,125,2,879548026
387,317,4,886483906
479,173,5,879460984
648,69,1,884628564
43,102,4,875981483
130,294,5,874953337
517,311,3,892660034
178,286,3,882823324
294,455,3,877819490
334,955,1,891547563
505,154,1,889334555
218,269,4,877487931
59,488,3,888205956
436,585,3,887771722
650,434,4,891382218
224,258,3,888081947
627,229,2,879531459
798,73,4,875914114
56,281,2,892683611
846,569,3,883949728
892,969,4,886608380
621,940,3,874963166
339,74,4,891033382
698,490,3,886366814
561,72,2,885810084
791,50,5,879448338
868,142,1,877109874
655,844,4,887650979
850,210,5,883195301
303,616,4,879484948
303,1086,1,879468021
635,301,3,878878587
268,940,2,875743888
748,180,4,879454958
932,1558,5,891248996
234,209,4,892317967
487,117,5,883443504
734,821,2,891023086
118,513,5,875384751
212,180,1,879303974
622,88,3,882670749
230,82,5,880485311
86,258,5,879570366
417,1139,3,879649448
495,665,1,888637169
490,473,2,875428417
588,73,3,890026262
817,358,4,874815679
521,232,3,886063553
60,205,4,883326426
176,270,4,886047069
416,895,4,885114446
627,26,3,879530824
711,476,4,876185832
407,70,4,884197052
379,28,4,880524943
897,188,5,879991493
380,234,2,885478447
608,939,4,880405896
66,825,3,883602268
269,697,4,891447931
269,162,3,891448141
200,674,4,884130348
527,187,5,879455999
100,289,3,891375359
406,414,2,880131704
7,546,4,891353444
198,93,3,884205346
373,151,4,877100129
931,845,3,891036883
673,272,5,888786942
229,349,4,891633028
276,449,2,874792520
693,180,3,875482309
491,475,4,891185170
95,203,3,879198888
303,1,5,879466966
194,160,2,879551380
741,178,5,891018435
881,414,5,876537752
234,161,3,892335824
940,482,5,885921198
422,129,4,875129839
712,202,4,874730031
642,795,4,886570173
922,181,5,891449122
723,50,4,880498889
535,423,5,879618613
313,696,3,891032028
838,919,5,887064316
234,116,2,892079434
76,547,2,882607017
406,745,4,880131550
378,1232,3,880333121
280,173,3,891700453
320,92,5,884749306
210,300,4,887730066
733,1171,3,879535780
869,242,2,884490097
244,746,3,880606180
1,141,3,878542608
536,139,4,882361317
110,327,3,886987442
592,283,4,882956241
833,160,5,875124535
527,508,3,879456363
449,15,4,879958866
21,9,5,874951188
887,501,4,881380884
701,50,5,891447197
474,172,5,887923789
689,596,3,876676134
354,258,4,891180399
299,408,4,877877847
416,469,4,893141989
251,55,3,886271856
196,580,2,881252056
16,66,4,877719075
94,765,3,891723619
598,748,4,886711034
214,269,3,891542735
291,790,4,875086699
110,184,1,886988631
815,449,2,878698661
99,107,3,885679138
338,301,4,879437655
327,31,2,887820531
655,1445,3,887427538
478,410,3,889388357
94,186,4,891722278
148,98,3,877017714
94,1046,2,891723262
405,1253,1,885548671
705,111,4,883427012
279,491,5,875296435
749,200,4,878848302
621,405,5,880740034
521,127,4,885253352
7,446,2,892132020
892,649,5,886608135
102,316,3,889362833
87,477,3,879876610
880,405,4,880167328
608,448,5,880406593
916,237,3,880843419
544,310,2,884795264
788,112,3,880871173
368,145,2,889783586
553,655,4,879949289
862,789,5,879304941
207,284,3,877746137
472,1469,4,875982337
843,96,3,879444711
846,1044,4,883950820
299,970,4,877880350
173,874,4,877556926
311,276,4,884963282
843,1039,3,879446215
868,398,1,877109082
118,134,5,875384916
176,237,3,886048145
416,14,4,876697017
815,1039,5,878693870
708,713,4,877325316
860,663,3,885991101
741,134,5,891455381
757,128,3,888466490
813,877,1,883752331
846,1478,4,883950523
504,693,4,887832741
943,724,1,888639478
931,137,3,891036552
499,272,5,885597680
186,829,4,891719775
290,566,3,880474388
52,302,4,882922065
440,57,5,891577949
894,236,4,880416177
323,1012,4,878739594
860,393,2,885991129
458,32,4,886395963
222,405,3,877563570
522,200,4,876961314
391,378,3,877399171
472,24,5,892791017
734,144,2,891023019
406,240,4,879540078
144,258,4,888103371
60,528,4,883326086
279,1093,4,875298330
17,245,2,885166209
151,492,3,879524738
339,427,5,891034778
230,22,5,880484850
597,825,5,875343583
393,154,2,887746302
864,496,5,888887944
287,815,3,875334248
749,231,4,878849660
942,71,5,891282840
301,373,4,882079334
611,354,3,891636192
805,952,5,881704553
500,93,4,883865020
290,498,4,880473777
843,429,4,879446503
279,709,4,875310195
889,1079,2,880177647
276,796,1,874791932
899,265,4,884122087
747,98,5,888639480
517,873,3,892660034
142,425,4,888640489
929,654,3,879640290
892,417,3,886610588
155,322,2,879371261
631,310,4,888464980
262,1135,3,879794599
197,947,2,891410083
600,1274,2,888453145
265,294,4,875320052
458,1,4,886394423
151,1101,4,879524586
27,9,4,891542942
638,29,2,876694917
749,223,4,881602704
518,471,3,876822873
250,328,3,883262792
49,173,3,888067691
484,181,5,881254239
44,56,2,878348601
181,713,2,878962774
877,275,4,882677183
278,603,5,891295330
936,1377,5,886832183
847,476,4,878775961
494,289,1,879540630
642,1509,2,885606270
683,258,3,893282978
561,24,3,885807776
276,23,5,874787467
232,269,3,891565001
533,692,4,879191902
828,1672,2,891037722
751,55,4,889134419
684,186,4,878762087
655,651,4,887564613
295,1039,4,879517742
671,452,4,884035173
812,748,5,877625368
298,866,3,884183930
347,871,4,881653300
363,54,3,891497440
157,258,3,886890296
161,1266,2,891170745
95,506,3,888954552
472,1,5,892790627
754,595,2,879452073
7,632,5,891352261
919,690,3,885059658
216,1,4,880232615
181,363,1,878963342
184,40,4,889910326
729,894,1,893286511
379,174,5,880525368
815,181,5,878691844
707,865,5,886286360
854,180,4,882813537
135,1046,3,879858003
189,178,5,893265191
833,1274,1,878078280
285,237,4,890595636
271,663,4,885849052
788,22,5,880868513
158,472,3,880132659
538,215,5,877107536
457,732,4,882548426
455,77,4,879111528
542,42,3,886532726
217,53,1,889069974
2,306,4,888550774
92,993,4,890251516
308,202,4,887737084
334,950,3,891545162
453,227,3,888207162
388,315,3,886438122
617,674,3,883789536
500,383,3,883877467
110,188,4,886988574
561,589,3,885807510
291,410,5,874834481
894,676,3,880416315
622,46,4,882670610
618,118,3,891309004
436,73,4,887769444
924,923,5,886327748
546,7,5,885140689
424,288,1,880858924
37,7,4,880915528
456,12,3,881373655
24,727,3,875322727
83,720,4,880308578
661,615,4,876013774
894,1403,3,882404641
604,413,3,883668175
297,25,4,874954497
450,1220,5,882398084
642,173,5,885602314
615,302,4,879447500
865,1,1,880143424
823,176,4,878438807
315,276,4,879799526
625,1020,3,892000629
717,748,3,884641884
932,416,3,891250498
738,257,3,875348912
675,321,2,889488708
44,11,3,878347915
686,23,5,879547177
541,172,5,884645816
355,324,4,879486422
926,289,3,888636269
532,447,4,888630205
457,959,4,882549180
336,288,3,877760521
92,291,4,886443277
411,258,4,892845634
208,70,3,883108430
125,485,5,892836335
476,238,3,883364324
727,312,3,883708435
76,92,4,882606108
119,237,5,874775038
571,484,4,883354992
393,845,4,887744202
894,257,3,880416315
322,654,5,887314118
298,143,5,884182966
334,125,3,891544925
472,552,5,892790576
727,248,5,883709207
84,194,5,883453617
396,222,5,884646152
581,1375,5,879641787
677,322,4,885191280
482,313,5,887643146
92,313,5,887042925
393,833,4,887744626
296,179,4,884197419
687,895,4,884652331
334,969,4,891628832
325,272,3,891477537
234,989,2,891033966
230,451,4,880485402
660,97,3,891200406
419,100,5,879435722
151,51,4,879543055
530,64,5,883790942
854,505,4,882813600
